candidate_id,rank,score,reasoning
CAND_0042029,88,85.2493,"Senior Data Scientist at Flipkart (10001+ employees, E-commerce industry) based in Delhi, Delhi with 6.5 years of experience. Top skills: Learning to Rank (advanced), Deep Learning (expert), Statistical Modeling (advanced), NLP (expert), PyTorch (expert). B.E. in Computer Science from PES University [tier_2 institution]. Previously held roles as Machine Learning Engineer. Holds certifications: LangChain for LLM Application Development. Profile completeness: 53%; saved by 16 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 67%; GitHub activity score: 79/100; interview completion rate: 74%; offer acceptance rate: 83%. Notice period 45 days; willing to relocate; prefers onsite work; expected salary 44.7-50.5 lpa."
CAND_0078002,89,85.1303,"Machine Learning Engineer at Meta (10001+ employees, Internet industry) based in Coimbatore, Tamil Nadu with 6.3 years of experience. Top skills: QLoRA (expert), Haystack (expert), NLP (expert), Hugging Face Transformers (expert), Statistical Modeling (advanced). M.E. in Artificial Intelligence from NIT Trichy [tier_1 institution]. Previously held roles as Senior Data Scientist, Applied ML Engineer.  Profile completeness: 86%; saved by 6 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 86%; GitHub activity score: 51/100; interview completion rate: 86%; offer acceptance rate: 41%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 35.3-52.2 lpa."
CAND_0083307,90,85.0978,"Search Engineer at CRED (1001-5000 employees, Fintech industry) based in Vizag, Andhra Pradesh with 7.8 years of experience. Top skills: Weaviate (expert), Python (expert), scikit-learn (advanced), PEFT (expert), Vector Search (expert). B.Sc in Machine Learning from COEP Pune [tier_2 institution]. Previously held roles as NLP Engineer, Machine Learning Engineer.  Profile completeness: 53%; saved by 28 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 70%; GitHub activity score: 69/100; interview completion rate: 83%; offer acceptance rate: 51%. Actively open to work; notice period 120 days; prefers flexible work; expected salary 23.8-38.7 lpa."
CAND_0043958,91,85.0918,"AI Research Engineer at Dream11 (1001-5000 employees, Gaming industry) based in Bhubaneswar, Odisha with 6.7 years of experience. Top skills: Sentence Transformers (advanced), FAISS (advanced), Time Series (advanced), Reinforcement Learning (advanced), Fine-tuning LLMs (intermediate). B.E. in Data Science from IIT Bombay [tier_1 institution]. Previously held roles as AI Specialist, Computer Vision Engineer. Holds certifications: AWS Certified Machine Learning Specialty, LangChain for LLM Application Development. Profile completeness: 72%; saved by 25 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 67%; GitHub activity score: 68/100; interview completion rate: 55%; offer acceptance rate: 53%. Notice period 120 days; prefers remote work; expected salary 17.4-47.8 lpa."
CAND_0070525,92,85.0095,"Senior Software Engineer (ML) at Mad Street Den (201-500 employees, AI/ML industry) based in Hyderabad, Telangana with 5.4 years of experience. Top skills: Statistical Modeling (advanced), Python (advanced), LLMs (advanced), Recommendation Systems (advanced), Apache Beam (beginner). M.Sc in Information Technology from VIT Vellore [tier_2 institution]. Previously held roles as Senior Software Engineer (ML).  Profile completeness: 96%; saved by 32 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 93%; GitHub activity score: 18/100; interview completion rate: 89%; offer acceptance rate: 38%. Actively open to work; notice period 45 days; prefers hybrid work; expected salary 29.3-44.1 lpa."
CAND_0043304,93,84.9846,"Junior ML Engineer at TCS (10001+ employees, IT Services industry) based in Trivandrum, Kerala with 6.5 years of experience. Top skills: Reinforcement Learning (advanced), BM25 (advanced), Machine Learning (advanced), Kubeflow (advanced), Diffusion Models (advanced). B.Tech in Electronics from SRM Chennai [tier_3 institution]. Previously held roles as Junior ML Engineer, AI Research Engineer. Holds certifications: LangChain for LLM Application Development. Profile completeness: 92%; saved by 20 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 75%; GitHub activity score: 68/100; interview completion rate: 66%; offer acceptance rate: 29%. Actively open to work; notice period 90 days; willing to relocate; prefers hybrid work; expected salary 32.9-32.1 lpa."
CAND_0062247,94,84.8629,"AI Engineer at Google (10001+ employees, Internet industry) based in Kochi, Kerala with 7.3 years of experience. Top skills: PEFT (advanced), Hugging Face Transformers (expert), RAG (advanced), Deep Learning (expert), Vector Search (expert). M.E. in Machine Learning from IIT Bombay [tier_1 institution]. Previously held roles as NLP Engineer.  Profile completeness: 57%; saved by 9 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 78%; GitHub activity score: 53/100; interview completion rate: 84%; offer acceptance rate: 57%. Actively open to work; notice period 30 days; willing to relocate; prefers onsite work; expected salary 29.2-61.4 lpa."
CAND_0093401,95,84.8577,"AI Specialist at Haptik (201-500 employees, Conversational AI industry) based in Kolkata, West Bengal with 6.0 years of experience. Top skills: LangChain (advanced), Diffusion Models (advanced), Machine Learning (advanced), Embeddings (advanced), LoRA (intermediate). B.Sc in Computer Science from NIT Trichy [tier_1 institution]. Previously held roles as AI Specialist, Computer Vision Engineer.  Profile completeness: 92%; saved by 21 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 85%; GitHub activity score: 52/100; interview completion rate: 75%. Actively open to work; notice period 120 days; prefers remote work; expected salary 33.5-54.7 lpa."
CAND_0063097,96,84.8523,"Senior Software Engineer (ML) at Genpact AI (10001+ employees, AI Services industry) based in Mumbai, Maharashtra with 6.5 years of experience. Top skills: BentoML (advanced), TTS (advanced), NLP (advanced), Machine Learning (advanced), Kubeflow (intermediate). Ph.D in Computer Engineering from KIIT University [tier_3 institution]. Previously held roles as ML Engineer, Computer Vision Engineer.  Profile completeness: 49%; saved by 27 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 64%; GitHub activity score: 75/100; interview completion rate: 75%. Notice period 120 days; willing to relocate; prefers onsite work; expected salary 28.8-52.4 lpa."
CAND_0074486,97,84.8488,"Computer Vision Engineer at Nykaa (1001-5000 employees, E-commerce industry) based in Noida, Uttar Pradesh with 5.5 years of experience. Top skills: Haystack (advanced), Object Detection (advanced), TensorFlow (advanced), MLflow (advanced), BentoML (advanced). M.Sc in Commerce from Bharati Vidyapeeth [tier_3 institution]. Previously held roles as Senior Software Engineer (ML).  Profile completeness: 45%; saved by 25 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 76%; GitHub activity score: 68/100; interview completion rate: 73%; offer acceptance rate: 25%. Notice period 30 days; willing to relocate; prefers remote work; expected salary 19.2-49.7 lpa."
CAND_0001056,98,84.7842,"Computer Vision Engineer at Genpact AI (10001+ employees, AI Services industry) based in Jaipur, Rajasthan with 5.1 years of experience. Top skills: Statistical Modeling (advanced), Embeddings (advanced), SAP (beginner), OpenSearch (advanced), LoRA (intermediate). M.S. in Computer Science from Symbiosis International [tier_3 institution]. Previously held roles as Senior Software Engineer (ML).  Profile completeness: 60%; saved by 41 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 84%; GitHub activity score: 56/100; interview completion rate: 66%; offer acceptance rate: 62%. Notice period 90 days; willing to relocate; prefers onsite work; expected salary 33.3-39.5 lpa."
CAND_0007567,99,84.7483,"AI Specialist at Niramai (51-200 employees, HealthTech AI industry) based in Kochi, Kerala with 6.1 years of experience. Top skills: PyTorch (advanced), Prompt Engineering (advanced), Apache Beam (beginner), Feature Engineering (intermediate), Fine-tuning LLMs (advanced). M.Tech in Machine Learning from Regional Technical Institute [tier_4 institution]. Previously held roles as AI Specialist.  Profile completeness: 79%; saved by 30 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 80%; GitHub activity score: 52/100; interview completion rate: 81%; offer acceptance rate: 70%. Actively open to work; notice period 60 days; willing to relocate; prefers remote work; expected salary 23.4-35.4 lpa."
CAND_0093912,100,84.6794,"Senior Data Scientist at Razorpay (1001-5000 employees, Fintech industry) based in Chandigarh, Chandigarh with 5.3 years of experience. Top skills: Milvus (expert), Elasticsearch (expert), Recommendation Systems (advanced), Vector Search (expert), Haystack (expert). B.Sc in Computer Science from RV College of Engineering [tier_2 institution]. Previously held roles as Search Engineer, AI Engineer.  Profile completeness: 88%; saved by 56 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 66%; GitHub activity score: 82/100; interview completion rate: 96%. Actively open to work; notice period 30 days; prefers hybrid work; expected salary 31.4-44.3 lpa."
